method1	method2	chi2	p_value	significant	contingency_shape
kmeans_kmeans_k2	kmeans_kmeans_genes10000	457.5325533179267	1.165104050466315e-96	True	(2, 6)
kmeans_kmeans_k2	kmeans_kmeans_genes1000	483.0	3.7266345040885766e-102	True	(2, 6)
kmeans_kmeans_k2	kmeans_kmeans_genes100	483.0	3.7266345040885766e-102	True	(2, 6)
kmeans_kmeans_k2	kmeans_kmeans_genes10	483.0	3.7266345040885766e-102	True	(2, 6)
kmeans_kmeans_k2	spectral_spectral_genes10000	320.2205699570815	4.4878847785158906e-67	True	(2, 6)
kmeans_kmeans_k2	spectral_spectral_genes1000	383.3606425193406	1.142663643610596e-80	True	(2, 6)
kmeans_kmeans_k2	spectral_spectral_genes100	483.00000000000006	3.726634504088364e-102	True	(2, 6)
kmeans_kmeans_k2	spectral_spectral_genes10	483.0	3.7266345040885766e-102	True	(2, 6)
kmeans_kmeans_k4	kmeans_kmeans_k6	1262.835294117647	5.166693103496543e-260	True	(4, 6)
kmeans_kmeans_k4	kmeans_kmeans_k8	1338.3426573426573	1.5033245646003207e-270	True	(4, 8)
kmeans_kmeans_k4	spectral_spectral_k10	1125.4781188003267	5.767319698292817e-220	True	(4, 10)
kmeans_kmeans_k4	spectral_spectral_k2	168.3660130718954	2.8668761813226106e-36	True	(4, 2)
kmeans_kmeans_k4	spectral_spectral_k4	477.5255964343718	3.717572796721786e-97	True	(4, 4)
kmeans_kmeans_k4	spectral_spectral_k6	546.9650454029402	6.402747534308489e-107	True	(4, 6)
kmeans_kmeans_k4	spectral_spectral_k8	443.76251279459893	7.778893308223853e-81	True	(4, 8)
kmeans_kmeans_k4	gmm_gmm_genes10000	1166.7275835968967	2.2890525203208233e-239	True	(4, 6)
kmeans_kmeans_k4	gmm_gmm_genes1000	1042.2020202020203	1.2078335706932644e-212	True	(4, 6)
kmeans_kmeans_k4	gmm_gmm_genes100	551.6788278295601	6.410851444851573e-108	True	(4, 6)
kmeans_kmeans_k4	gmm_gmm_genes10	487.58261660575886	2.387549348143979e-94	True	(4, 6)
kmeans_kmeans_k4	kmeans_kmeans_genes10000	1262.835294117647	5.166693103496543e-260	True	(4, 6)
kmeans_kmeans_k4	kmeans_kmeans_genes1000	1132.215534290271	5.8781192154348375e-232	True	(4, 6)
kmeans_kmeans_k4	kmeans_kmeans_genes100	487.7162809172263	2.2371651546251527e-94	True	(4, 6)
kmeans_kmeans_k4	kmeans_kmeans_genes10	464.78655478688677	1.5612331438344297e-89	True	(4, 6)
kmeans_kmeans_k4	spectral_spectral_genes10000	546.9650454029402	6.402747534308489e-107	True	(4, 6)
kmeans_kmeans_k4	spectral_spectral_genes1000	676.9637141034709	1.5046659785417716e-134	True	(4, 6)
kmeans_kmeans_k4	spectral_spectral_genes100	721.2489422234482	5.487631943646942e-144	True	(4, 6)
kmeans_kmeans_k4	spectral_spectral_genes10	470.88105592306215	8.066370982616557e-91	True	(4, 6)
kmeans_kmeans_k6	kmeans_kmeans_k8	2415.0	0.0	True	(6, 8)
kmeans_kmeans_k6	spectral_spectral_k10	1605.797510922045	2.4569300012619344e-307	True	(6, 10)
kmeans_kmeans_k6	spectral_spectral_k2	94.33448673587081	8.24304532791558e-19	True	(6, 2)
kmeans_kmeans_k6	spectral_spectral_k4	723.6579110286227	1.6813977953405293e-144	True	(6, 4)
kmeans_kmeans_k6	spectral_spectral_k6	993.1045873516462	1.688915171317829e-193	True	(6, 6)
kmeans_kmeans_k6	spectral_spectral_k8	988.0643058594866	9.410079259301104e-185	True	(6, 8)
kmeans_kmeans_k6	gmm_gmm_genes10000	1441.6760559812408	4.7852687535769955e-289	True	(6, 6)
kmeans_kmeans_k6	gmm_gmm_genes1000	1232.6797469719825	1.9136808571111653e-244	True	(6, 6)
kmeans_kmeans_k6	gmm_gmm_genes100	717.5163401935183	2.8275578672213844e-135	True	(6, 6)
kmeans_kmeans_k6	gmm_gmm_genes10	625.7299350356028	5.02413854845058e-116	True	(6, 6)
kmeans_kmeans_k6	kmeans_kmeans_genes10000	2415.0	0.0	True	(6, 6)
kmeans_kmeans_k6	kmeans_kmeans_genes1000	1618.0847687748874	0.0	True	(6, 6)
kmeans_kmeans_k6	kmeans_kmeans_genes100	641.1507758905354	2.976220381349264e-119	True	(6, 6)
kmeans_kmeans_k6	kmeans_kmeans_genes10	630.3520299570641	5.420287732104189e-117	True	(6, 6)
kmeans_kmeans_k6	spectral_spectral_genes10000	993.1045873516462	1.688915171317829e-193	True	(6, 6)
kmeans_kmeans_k6	spectral_spectral_genes1000	1112.2857333830834	8.178979984779007e-219	True	(6, 6)
kmeans_kmeans_k6	spectral_spectral_genes100	797.7111607564617	3.673259416738015e-152	True	(6, 6)
kmeans_kmeans_k6	spectral_spectral_genes10	680.6236776671277	1.5837710243322566e-127	True	(6, 6)
kmeans_kmeans_k8	spectral_spectral_k10	1877.483685548635	0.0	True	(8, 10)
kmeans_kmeans_k8	spectral_spectral_k2	251.97504456327982	1.0524254109152209e-50	True	(8, 2)
kmeans_kmeans_k8	spectral_spectral_k4	951.7773000611137	5.1866622707055175e-188	True	(8, 4)
kmeans_kmeans_k8	spectral_spectral_k6	1353.8886763300557	6.151519598221976e-262	True	(8, 6)
kmeans_kmeans_k8	spectral_spectral_k8	1421.6231368370443	1.6940633483988796e-265	True	(8, 8)
kmeans_kmeans_k8	gmm_gmm_genes10000	1773.2893352153753	0.0	True	(8, 6)
kmeans_kmeans_k8	gmm_gmm_genes1000	1500.3058467189378	5.366502132182911e-293	True	(8, 6)
kmeans_kmeans_k8	gmm_gmm_genes100	801.5287229744032	9.626731689224084e-146	True	(8, 6)
kmeans_kmeans_k8	gmm_gmm_genes10	701.8006900145949	4.893857432821982e-125	True	(8, 6)
kmeans_kmeans_k8	kmeans_kmeans_genes10000	2415.0	0.0	True	(8, 6)
kmeans_kmeans_k8	kmeans_kmeans_genes1000	1799.1292255276978	0.0	True	(8, 6)
kmeans_kmeans_k8	kmeans_kmeans_genes100	763.6438531137331	7.311880090973828e-138	True	(8, 6)
kmeans_kmeans_k8	kmeans_kmeans_genes10	700.5065174463631	9.067552651331812e-125	True	(8, 6)
kmeans_kmeans_k8	spectral_spectral_genes10000	1353.8886763300557	6.151519598221976e-262	True	(8, 6)
kmeans_kmeans_k8	spectral_spectral_genes1000	1391.863451425504	5.505482523210469e-270	True	(8, 6)
kmeans_kmeans_k8	spectral_spectral_genes100	863.009327045746	1.4501279047984114e-158	True	(8, 6)
kmeans_kmeans_k8	spectral_spectral_genes10	748.3412756170076	1.1022659336266868e-134	True	(8, 6)
spectral_spectral_k10	spectral_spectral_k2	483.0000000000001	2.50473572623021e-98	True	(10, 2)
spectral_spectral_k10	spectral_spectral_k4	877.8614861884845	1.528038736630464e-167	True	(10, 4)
spectral_spectral_k10	spectral_spectral_k6	1686.0775576480678	0.0	True	(10, 6)
spectral_spectral_k10	spectral_spectral_k8	2708.4569438136878	0.0	True	(10, 8)
spectral_spectral_k10	gmm_gmm_genes10000	1268.177846708893	3.1825591450193837e-236	True	(10, 6)
spectral_spectral_k10	gmm_gmm_genes1000	1240.83283072127	1.7276990333409648e-230	True	(10, 6)
spectral_spectral_k10	gmm_gmm_genes100	636.3997212452338	1.8569299944624708e-105	True	(10, 6)
spectral_spectral_k10	gmm_gmm_genes10	712.9268231393346	5.105943396864924e-121	True	(10, 6)
spectral_spectral_k10	kmeans_kmeans_genes10000	1605.7975109220447	2.4569300012622146e-307	True	(10, 6)
spectral_spectral_k10	kmeans_kmeans_genes1000	1356.1527082390908	1.0581686328456784e-254	True	(10, 6)
spectral_spectral_k10	kmeans_kmeans_genes100	614.4288748545616	5.161405257457194e-101	True	(10, 6)
spectral_spectral_k10	kmeans_kmeans_genes10	586.2338650611928	2.5014036846004572e-95	True	(10, 6)
spectral_spectral_k10	spectral_spectral_genes10000	1686.0775576480678	0.0	True	(10, 6)
spectral_spectral_k10	spectral_spectral_genes1000	1924.108172939339	0.0	True	(10, 6)
spectral_spectral_k10	spectral_spectral_genes100	723.0478373930694	4.380893910904949e-123	True	(10, 6)
spectral_spectral_k10	spectral_spectral_genes10	703.2711862745675	4.7623965617085266e-119	True	(10, 6)
spectral_spectral_k2	spectral_spectral_k4	483.00000000000006	2.3051151855596903e-104	True	(2, 4)
spectral_spectral_k2	spectral_spectral_k6	483.00000000000006	3.726634504088364e-102	True	(2, 6)
spectral_spectral_k2	spectral_spectral_k8	483.00000000000006	3.614927863297828e-100	True	(2, 8)
spectral_spectral_k2	gmm_gmm_genes10000	196.529055258467	1.5697456122820112e-40	True	(2, 6)
spectral_spectral_k2	gmm_gmm_genes1000	196.52905525846705	1.5697456122819663e-40	True	(2, 6)
spectral_spectral_k2	gmm_gmm_genes100	31.29227513845955	8.201238646277983e-06	True	(2, 6)
spectral_spectral_k2	gmm_gmm_genes10	63.09423271464058	2.7832116735259043e-12	True	(2, 6)
spectral_spectral_k2	kmeans_kmeans_genes10000	94.33448673587081	8.24304532791558e-19	True	(2, 6)
spectral_spectral_k2	kmeans_kmeans_genes1000	196.52905525846703	1.5697456122819891e-40	True	(2, 6)
spectral_spectral_k2	kmeans_kmeans_genes100	25.15097232308561	0.00013028550174887867	True	(2, 6)
spectral_spectral_k2	kmeans_kmeans_genes10	26.490238714107996	7.167466741068788e-05	True	(2, 6)
spectral_spectral_k2	spectral_spectral_genes10000	483.00000000000006	3.726634504088364e-102	True	(2, 6)
spectral_spectral_k2	spectral_spectral_genes1000	483.00000000000006	3.726634504088364e-102	True	(2, 6)
spectral_spectral_k2	spectral_spectral_genes100	45.49588523040243	1.1502221509504565e-08	True	(2, 6)
spectral_spectral_k2	spectral_spectral_genes10	50.34573757818539	1.1774368316438252e-09	True	(2, 6)
spectral_spectral_k4	spectral_spectral_k6	995.3714245455827	1.3231681705867973e-202	True	(4, 6)
spectral_spectral_k4	spectral_spectral_k8	694.7677331843933	1.6922515694477292e-133	True	(4, 8)
spectral_spectral_k4	gmm_gmm_genes10000	796.9032882011605	3.9091582524417067e-160	True	(4, 6)
spectral_spectral_k4	gmm_gmm_genes1000	760.2383051639076	2.637337160922554e-152	True	(4, 6)
spectral_spectral_k4	gmm_gmm_genes100	178.59699805523002	4.5596265594683425e-30	True	(4, 6)
spectral_spectral_k4	gmm_gmm_genes10	299.64100668388386	6.637276742772339e-55	True	(4, 6)
spectral_spectral_k4	kmeans_kmeans_genes10000	723.6579110286227	1.6813977953405293e-144	True	(4, 6)
spectral_spectral_k4	kmeans_kmeans_genes1000	763.6989494664839	4.813745587550728e-153	True	(4, 6)
spectral_spectral_k4	kmeans_kmeans_genes100	187.21783306347822	8.288668595050327e-32	True	(4, 6)
spectral_spectral_k4	kmeans_kmeans_genes10	258.7077613915186	1.9905074408894058e-46	True	(4, 6)
spectral_spectral_k4	spectral_spectral_genes10000	995.3714245455827	1.3231681705867973e-202	True	(4, 6)
spectral_spectral_k4	spectral_spectral_genes1000	966.0	2.601121408571994e-196	True	(4, 6)
spectral_spectral_k4	spectral_spectral_genes100	206.97179178492325	8.11185480462299e-36	True	(4, 6)
spectral_spectral_k4	spectral_spectral_genes10	333.3666198698262	6.276108754071147e-62	True	(4, 6)
spectral_spectral_k6	spectral_spectral_k8	1768.4001257555474	0.0	True	(6, 8)
spectral_spectral_k6	gmm_gmm_genes10000	1041.0977212686305	1.0996857718949324e-203	True	(6, 6)
spectral_spectral_k6	gmm_gmm_genes1000	1051.814204785114	5.824529985591743e-206	True	(6, 6)
spectral_spectral_k6	gmm_gmm_genes100	507.0698088452207	2.639220899827154e-91	True	(6, 6)
spectral_spectral_k6	gmm_gmm_genes10	549.1576094332867	4.774156963399232e-100	True	(6, 6)
spectral_spectral_k6	kmeans_kmeans_genes10000	993.1045873516462	1.688915171317829e-193	True	(6, 6)
spectral_spectral_k6	kmeans_kmeans_genes1000	1042.1866441772993	6.456882386306862e-204	True	(6, 6)
spectral_spectral_k6	kmeans_kmeans_genes100	548.4695081242435	6.638617909229502e-100	True	(6, 6)
spectral_spectral_k6	kmeans_kmeans_genes10	493.5761083455587	1.649865371340746e-88	True	(6, 6)
spectral_spectral_k6	spectral_spectral_genes10000	2415.0	0.0	True	(6, 6)
spectral_spectral_k6	spectral_spectral_genes1000	1210.0360362225197	1.2777484309274107e-239	True	(6, 6)
spectral_spectral_k6	spectral_spectral_genes100	494.87489517819705	8.881579088629568e-89	True	(6, 6)
spectral_spectral_k6	spectral_spectral_genes10	526.9817640769564	1.946467764323092e-95	True	(6, 6)
spectral_spectral_k8	gmm_gmm_genes10000	962.2088535582512	2.5027838439336137e-179	True	(8, 6)
spectral_spectral_k8	gmm_gmm_genes1000	1015.5150680210922	1.6169681004274361e-190	True	(8, 6)
spectral_spectral_k8	gmm_gmm_genes100	475.3144036771471	1.2258390601395653e-78	True	(8, 6)
spectral_spectral_k8	gmm_gmm_genes10	506.73259621412427	5.281273124320355e-85	True	(8, 6)
spectral_spectral_k8	kmeans_kmeans_genes10000	988.0643058594866	9.410079259301104e-185	True	(8, 6)
spectral_spectral_k8	kmeans_kmeans_genes1000	1058.042736968269	1.85067345034427e-199	True	(8, 6)
spectral_spectral_k8	kmeans_kmeans_genes100	548.5780490983468	1.5937315978278637e-93	True	(8, 6)
spectral_spectral_k8	kmeans_kmeans_genes10	445.76949202099377	1.1124885243419386e-72	True	(8, 6)
spectral_spectral_k8	spectral_spectral_genes10000	1768.4001257555474	0.0	True	(8, 6)
spectral_spectral_k8	spectral_spectral_genes1000	1810.7667247939123	0.0	True	(8, 6)
spectral_spectral_k8	spectral_spectral_genes100	438.7281659186787	2.895724633182795e-71	True	(8, 6)
spectral_spectral_k8	spectral_spectral_genes10	494.51000464252365	1.594484372017392e-82	True	(8, 6)
gmm_gmm_genes10000	gmm_gmm_genes1000	1723.8701967133256	0.0	True	(6, 6)
gmm_gmm_genes10000	gmm_gmm_genes100	554.0861950118524	4.49908444655872e-101	True	(6, 6)
gmm_gmm_genes10000	gmm_gmm_genes10	690.0427018033345	1.6703742919272744e-129	True	(6, 6)
gmm_gmm_genes10000	kmeans_kmeans_genes10000	1441.6760559812403	4.78526875357754e-289	True	(6, 6)
gmm_gmm_genes10000	kmeans_kmeans_genes1000	1875.8233846153844	0.0	True	(6, 6)
gmm_gmm_genes10000	kmeans_kmeans_genes100	602.4556532705783	3.684110726651182e-111	True	(6, 6)
gmm_gmm_genes10000	kmeans_kmeans_genes10	663.4756749091132	6.255767411970954e-124	True	(6, 6)
gmm_gmm_genes10000	spectral_spectral_genes10000	1041.0977212686303	1.0996857718950578e-203	True	(6, 6)
gmm_gmm_genes10000	spectral_spectral_genes1000	1169.7875626217565	4.7602412587097584e-231	True	(6, 6)
gmm_gmm_genes10000	spectral_spectral_genes100	1022.3955280447632	1.028117308698927e-199	True	(6, 6)
gmm_gmm_genes10000	spectral_spectral_genes10	647.8895642340099	1.1545379255620765e-120	True	(6, 6)
gmm_gmm_genes1000	gmm_gmm_genes100	672.1904112379452	9.308352571640288e-126	True	(6, 6)
gmm_gmm_genes1000	gmm_gmm_genes10	672.6682481870154	7.39009573241182e-126	True	(6, 6)
gmm_gmm_genes1000	kmeans_kmeans_genes10000	1232.6797469719827	1.9136808571109474e-244	True	(6, 6)
gmm_gmm_genes1000	kmeans_kmeans_genes1000	1391.4000738461539	2.6313023743856086e-278	True	(6, 6)
gmm_gmm_genes1000	kmeans_kmeans_genes100	661.5662053303568	1.572414010444314e-123	True	(6, 6)
gmm_gmm_genes1000	kmeans_kmeans_genes10	648.1515815142977	1.017477605244935e-120	True	(6, 6)
gmm_gmm_genes1000	spectral_spectral_genes10000	1051.8142047851143	5.824529985591082e-206	True	(6, 6)
gmm_gmm_genes1000	spectral_spectral_genes1000	1135.6069494032618	8.95381479402989e-224	True	(6, 6)
gmm_gmm_genes1000	spectral_spectral_genes100	696.9212837593637	6.005388169719072e-131	True	(6, 6)
gmm_gmm_genes1000	spectral_spectral_genes10	656.3837391536953	1.9176512533017042e-122	True	(6, 6)
gmm_gmm_genes100	gmm_gmm_genes10	553.1247724424686	7.132689290407651e-101	True	(6, 6)
gmm_gmm_genes100	kmeans_kmeans_genes10000	717.5163401935183	2.8275578672213844e-135	True	(6, 6)
gmm_gmm_genes100	kmeans_kmeans_genes1000	646.4594103541418	2.3012324589602295e-120	True	(6, 6)
gmm_gmm_genes100	kmeans_kmeans_genes100	1477.3227970989224	1.1511560037849615e-296	True	(6, 6)
gmm_gmm_genes100	kmeans_kmeans_genes10	594.0663189639151	2.0809347784996755e-109	True	(6, 6)
gmm_gmm_genes100	spectral_spectral_genes10000	507.06980884522073	2.6392208998270793e-91	True	(6, 6)
gmm_gmm_genes100	spectral_spectral_genes1000	458.7313122940979	2.629355697609165e-81	True	(6, 6)
gmm_gmm_genes100	spectral_spectral_genes100	1103.3807222836515	6.4021414032176445e-217	True	(6, 6)
gmm_gmm_genes100	spectral_spectral_genes10	614.9587161256513	8.986059369789922e-114	True	(6, 6)
gmm_gmm_genes10	kmeans_kmeans_genes10000	625.7299350356027	5.0241385484508656e-116	True	(6, 6)
gmm_gmm_genes10	kmeans_kmeans_genes1000	676.5055304217991	1.158025240884091e-126	True	(6, 6)
gmm_gmm_genes10	kmeans_kmeans_genes100	567.4142888277298	7.537736581977395e-104	True	(6, 6)
gmm_gmm_genes10	kmeans_kmeans_genes10	1809.5813270169565	0.0	True	(6, 6)
gmm_gmm_genes10	spectral_spectral_genes10000	549.1576094332866	4.774156963399504e-100	True	(6, 6)
gmm_gmm_genes10	spectral_spectral_genes1000	614.2700380263022	1.251804150751052e-113	True	(6, 6)
gmm_gmm_genes10	spectral_spectral_genes100	589.3905319387845	1.9690878158977775e-108	True	(6, 6)
gmm_gmm_genes10	spectral_spectral_genes10	1308.3471076001122	1.4059550483265831e-260	True	(6, 6)
kmeans_kmeans_genes10000	kmeans_kmeans_genes1000	1618.0847687748874	0.0	True	(6, 6)
kmeans_kmeans_genes10000	kmeans_kmeans_genes100	641.1507758905354	2.976220381349264e-119	True	(6, 6)
kmeans_kmeans_genes10000	kmeans_kmeans_genes10	630.3520299570641	5.420287732104189e-117	True	(6, 6)
kmeans_kmeans_genes10000	spectral_spectral_genes10000	993.1045873516462	1.688915171317829e-193	True	(6, 6)
kmeans_kmeans_genes10000	spectral_spectral_genes1000	1112.2857333830834	8.178979984779007e-219	True	(6, 6)
kmeans_kmeans_genes10000	spectral_spectral_genes100	797.7111607564617	3.673259416738015e-152	True	(6, 6)
kmeans_kmeans_genes10000	spectral_spectral_genes10	680.6236776671277	1.5837710243322566e-127	True	(6, 6)
kmeans_kmeans_genes1000	kmeans_kmeans_genes100	694.0082541311285	2.4560641663150137e-130	True	(6, 6)
kmeans_kmeans_genes1000	kmeans_kmeans_genes10	677.9238479811675	5.836633850447669e-127	True	(6, 6)
kmeans_kmeans_genes1000	spectral_spectral_genes10000	1042.1866441772993	6.456882386306862e-204	True	(6, 6)
kmeans_kmeans_genes1000	spectral_spectral_genes1000	1225.8465884637646	5.469584310972539e-243	True	(6, 6)
kmeans_kmeans_genes1000	spectral_spectral_genes100	1079.127276418461	9.164206542574369e-212	True	(6, 6)
kmeans_kmeans_genes1000	spectral_spectral_genes10	638.1073639004055	1.2907626394301623e-118	True	(6, 6)
kmeans_kmeans_genes100	kmeans_kmeans_genes10	992.5998293501882	2.1611293066996098e-193	True	(6, 6)
kmeans_kmeans_genes100	spectral_spectral_genes10000	548.4695081242435	6.638617909229502e-100	True	(6, 6)
kmeans_kmeans_genes100	spectral_spectral_genes1000	453.0223610139054	3.956152207143486e-80	True	(6, 6)
kmeans_kmeans_genes100	spectral_spectral_genes100	1546.8981613860328	1.5225464159083e-311	True	(6, 6)
kmeans_kmeans_genes100	spectral_spectral_genes10	538.1778295907587	9.175741622626226e-98	True	(6, 6)
kmeans_kmeans_genes10	spectral_spectral_genes10000	493.5761083455587	1.649865371340746e-88	True	(6, 6)
kmeans_kmeans_genes10	spectral_spectral_genes1000	530.5747202035934	3.490195262881735e-96	True	(6, 6)
kmeans_kmeans_genes10	spectral_spectral_genes100	1004.4562417872805	6.59592822812357e-196	True	(6, 6)
kmeans_kmeans_genes10	spectral_spectral_genes10	1438.6780135614101	2.091898923741825e-288	True	(6, 6)
spectral_spectral_genes10000	spectral_spectral_genes1000	1210.0360362225197	1.2777484309274107e-239	True	(6, 6)
spectral_spectral_genes10000	spectral_spectral_genes100	494.87489517819705	8.881579088629568e-89	True	(6, 6)
spectral_spectral_genes10000	spectral_spectral_genes10	526.9817640769564	1.946467764323092e-95	True	(6, 6)
spectral_spectral_genes1000	spectral_spectral_genes100	462.08016746303116	5.355721673377787e-82	True	(6, 6)
spectral_spectral_genes1000	spectral_spectral_genes10	746.9626405190794	1.8094091373603436e-141	True	(6, 6)
spectral_spectral_genes100	spectral_spectral_genes10	552.6547325975953	8.934928449294288e-101	True	(6, 6)
